id_video_anonimizado,text,categoria de toxicidade,toxicidade,categoria de misoginia,misoginia,certeza
video_2572,"Ela pediu anulação do casamento porque o marido tem micropênis 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,0,0,1
video_1260,Homens com 4C são os mais cobiçados. 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,0,0,1
video_15837,"OS HOMENS SOFREM PORQUE NUNCA PARARAM PARA... | RENATINHA DINIZ (SUA BROTHER) 📕 Descubra o poder do Método Alpha!  👑 Guia definitivo para transformar sua vida amorosa hoje mesmo!"" Acesse no link abaixo: https://bit.ly/47tJ0bQ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Corte do Episódio: RENATINHA DINIZ (SUA BROTHER) - PAPO MILGRAU #55 Episódio completo: https://www.youtube.com/watch?v=hvixTIG0-To&t=2746s Canal: PAPO MILGRAU https://www.youtube.com/  RENATINHA DINIZ (SUA BROTHER) https://www.youtube.com/ 👑 Deixe o seu like e comentário! - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -Instagram:   Tik Tok:  - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento #dicasderelacionamento",0,0,0,0,1
video_16245,ELAS SE CASAM POR INTERESSE PELO O QUE O HOMEM VAI PROPORCIONAR! Olá! seja bem vindo a mais um vídeo do canal. não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum vídeo. vamos começar;,1.3,1,2.1,1,1
video_1341,"ESPECIAL: SÉRGIO SACANI E PEDRO PALLOTTA: OVNIS E A CORRIDA AEROESPACIAL! ▶ DINOXXhttps://dinoxx.com.br/redcast/▶ BATISMO BITCOINhttps://payfast.greenn.com.br/redirect/113648/?a_id=913455.▶ LAC CLINICA https://lp1.lacclinica.com.br/▶ 👮🏻‍♂️ INSTITUTO ÓLIVER CARREIRAS POLICIAIS 👮🏻‍♂️👨🏻‍💻 Site Oficial 👉🏻 https://institutooliver.com.br/ 👩🏻‍🎓 Curso EJA em 3 meses 👉🏻 https://go.hotmart.com/S28462720M 👨🏻‍🏫 Curso Superior Sequencial em 3 meses 👉🏻 https://go.hotmart.com/Y11127534P 📞 34-993004408📶  ▶ Junior Masters veste Insider 👕 Cupom: REDCAST15Link: https://creators.insiderstore.com.br/Redcast▶ FTW SUPLEMENTOSUSE O CUMPOM ""REDFTW"" E GANHE 10% DE DESCONTOhttps://www.ftw.com.br/?parceiro=9755▶ LIVRO HACKEANDO O MERCADO SEXUALhttps://pay.kiwify.com.br/o0h7E4Y▶ INSTAGRAM DO HOST• Junior Masters:  ▶ INSTAGRAM DO REDCAST•   ▶ BATISMO BITCOINhttps://payfast.greenn.com.br/redirect/113648/?a_id=913455.▶ 👮🏻‍♂️ INSTITUTO ÓLIVER CARREIRAS POLICIAIS 👮🏻‍♂️👨🏻‍💻 Site Oficial 👉🏻 https://institutooliver.com.br/ 👩🏻‍🎓 Curso EJA em 3 meses 👉🏻 https://go.hotmart.com/S28462720M 👨🏻‍🏫 Curso Superior Sequencial em 3 meses 👉🏻 https://go.hotmart.com/Y11127534P 📞 34-993004408📶  ▶ Junior Masters veste Insider 👕 Cupom: REDCAST15Link:https://www.insiderstore.com.br/?utm_medium=a64a8e2e&utm_campaign=FavoritosInsider&cupom=REDCASTBF&utm_source=influmkt-bf▶ FTW SUPLEMENTOSUSE O CUMPOM ""REDFTW"" E GANHE 10% DE DESCONTOhttps://www.ftw.com.br/?parceiro=9755▶ LIVRO HACKEANDO O MERCADO SEXUALhttps://pay.kiwify.com.br/o0h7E4Y▶ INSTAGRAM DO HOST• Junior Masters:  ▶ INSTAGRAM DO REDCAST•   AS OPINIÕES, CONSIDERAÇÕES E COMENTÁRIOS EMITIDOS PELOS CONVIDADOS DO PROGRAMA, SERÃO ÚNICA E EXCLUSIVAMENTE RESPONSABILIDADE DE QUEM OS EMITIR.O REDCAST NÃO SE RESPONSABILIZA PELAS MESMAS.=====================================================Spotify: https://open.spotify.com/show/2qGNLUOtkA55qknCHicdoTYouTube Music: https://music.youtube.com/channel/UCeL1a4rpEA8UG9IQIewPccgAmazon Music: https://music.amazon.com.br/podcasts/5a492610-0c19-4087-9fde-a24f90421a10/redcastApple Podcasts: https://podcasts.apple.com/us/podcast/redcast/id1784860273",0,0,0,0,1
video_9447,Isso acontece mesmo? | Thiago Schutz #shorts #reflexão #relacionamento #amor #fy #casamento #cuidado,0,0,0,0,1
video_12635,"É POR ISSO QUE A MULHER SEMPRE TROCA VOCÊ EPISÓDIO 06 - RELACIONAMENTOS AFETIVOS Mari Vabo - Especialista em Relacionamentos #06Episódio completo: https://www.youtube.com/watch?v=e155w7w755ECanal: CARLOS HERDYhttps://www.youtube.com/ /featuredConvidada: Mariana Vabohttps://www.youtube.com/ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 👑 Deixe o seu like e comentário, não se esqueça de inscrever-se no canal!📕 Aprenda como conquistar qualquer mulher. Acesse o link abaixo: https://bit.ly/47tJ0bQ - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - Instagram:   Tik Tok:   - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - #desenvolvimentomasculino #seducao #homemdealtovalor #relacionamento #psicologiacomportamental #psicologaderelacionamento #inteligenciaemocional #linguagemcorporal",0,0,2.3,1,1
video_9871,Casamento ou comprar quentinha?  #homem #homens #motivacao #homemmoderno  #homemdevalor,0,0,0,0,1
video_16763,"Tudo está dando errado na minha vida #VSM #relacionamentosEntre para o Super Aulão de VSM: http://bit.ly/3RUC29n Neste vídeo, Gabriel Amorim dá as melhores dicas para você esquecer sua ex-namorada e virar a página de uma vez por todas.",0,0,0,0,1
video_12886,Ele quis assumir tudo… e ela ainda corre atrás do ex! 📕- ANTIOTÁRIO: https://antiotarioprooficial.com/oferta/Instagram:   https://www.instagram.com/antiotariopro/Telegram: https://t.me/antiotarioproFacebook:  https://www.facebook.com/antiotariopro/,0,0,0,0,1
video_13494,Vocês teriam relacionamento com uma pessoa que tem filho? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,0,0,1
video_1304,"Peguei minha noiva mandando foto íntima para o meu pai, cabe dano moral? ",0,0,2.1,1,1
video_3959,"COMO MINIMIZAR DANOS PARA SOBREVIVER NO TRABALHO DOMINADO POR CHEFES CAPACHOS E MULHERES TÓXICAS? Fizeram uma pergunta de como o homem deve proceder no ambiente atual de trabalho.Eu fiz em 2018 um vídeo em que eu dizia que não se podia ter medo de enfrentar as mulheres e cheguei a falar sobre o assunto do ambiente de trabalho.Agora, quero fazer algo mais completo, abordando não só como agir fora do trabalho e nele, como analisar a conjuntura perigosíssima que os homens enfrentam ao conviver com chefes domados e mulheres intoxicadas e coletivistas.Vai ser mais do que dicas, mas um pequeno estudo sobre a atual conjuntura do mercado de trabalho.#trabalho #empoderamento",0,0,2.1,1,1
video_2619,"Acabei de voltar de uma balada, assista! 🤦🏽😱 ",0,0,0,0,1
video_4403,“Quando tu fica muito tempo solteiro é muito mais difícil de tu querer namorar de novo” 🍷🗿 Senhores…1. Obtenha o Mega Combo 📕2. Solicite sua entrada no grupo privado 🔐3. Desfrute de toda a sabedoria 🍷🗿Te espero lá ⤵🔗 - https://hotm.art/ComboManual,0,0,2.1,1,1
video_2111,Faço de consciência tranquila.,0,0,0,0,1
video_378,"Elas disseram que não precisam de homens #homem #homens #homemdevalor #homemmoderno #motivação Aula 10 do curso as 48 Leis do Poder 📜 **Aula 10 do Nosso Curso: As 48 Leis do Poder** 📜Neste episódio de nosso vídeo, continuamos nosso curso sobre ""As 48 Leis do Poder"" de Robert Greene, focando na terceira lei. Vamos analisar em profundidade esta lei, discutir seu significado, contextos históricos e como ela pode ser aplicada efetivamente em sua vida.Vamos também compartilhar exemplos práticos e histórias do mundo real que ilustram essa lei em ação, ajudando você a entender melhor sua importância e aplicação. Prepare-se para insights que podem transformar sua abordagem em poder e influência!✨ **Não se esqueça de curtir, compartilhar e se inscrever para mais aulas e conteúdos sobre estratégias de poder!** ✨### Hashtags:#As48LeisDoPoder #RobertGreene #Curso #Estratégias #Poder #Influência #Podcast",0,0,0,0,1
video_6992,Atenção com as exigências mulheres! | Qual a sua opinião? #rafaelaires  #antiotario  #redpillbrasil,0,0,0,0,1
video_3168,"Como ter a atenção do meu parceiro? #atenção #relacionamento #parceiro #comoconquistarumhomem #amor Como ter a atenção do meu parceiro?Neste vídeo eu vou te explicar como ter a atenção do meu parceiro?Muitas mulheres buscam ser feliz com um homem, buscam conquistar um homem , viver um grande amor, amar e ser amada.  Se o seu parceiro não te dá atenção que você deseja então este vídeo é para você.🔴GUIA DA MULHER AUTOCONFIANTE🔴https://karinefloriana.com.br/🔴COMO RECONQUISTAR O EX🔴https://pay.kiwify.com.br/B5bvtUE🔴E-BOOK: GUIA PRÁTICO PARA AUMENTAR O AMOR-PRÓPRIO E MELHORAR A AUTOESTIMAhttps://pay.hotmart.com/C83942882PINSCREVA-SE NO NOSSO CANAL PARA RECEBER MAIS CONSELHOS RELACIONADOS A RELACIONAMENTOS AMOROSO.🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🚀🔴Compartilhe esse vídeo : ➤Como ter a atenção do meu parceiro?https://youtube.com/shorts/xMAzUVNXrUk🚨Videos que também podem te ajudar🚨➤COMO DESCOBRIR SE ELE TE QUER DE VERDADEhttps://youtu.be/KgiHeongySk➤COMO PARAR DE PENSAR NELE! 4 DICAS PARA MUDAR O PENSAMENTO E ESQUECER ELE.https://youtu.be/67d0yYyVIp8➤QUAIS SÃO AS CINCO PRINCIPAIS CARACTERÍSTICAS DE UM RELACIONAMENTO TÓXICOhttps://youtu.be/s4mve-Svf58➤3 ATITUDES QUE TODO HOMEM PROCURA EM UMA MULHER. SEJA DIFERENTE E IRRESISTÍVEL.https://youtu.be/4ldhbs-sq2E➤4 ATITUDES QUE AFASTAM OS HOMENShttps://youtu.be/sXr7rPLVb5Y➤4 COISAS QUE OS HOMENS ACHAM BONITO EM UMA MULHERhttps://youtu.be/2oARE1DH5Bw➤4 DICAS INFALÍVEIS DE COMO FAZER ELE SENTIR SUA FALTAhttps://youtu.be/p0Tp5mIxfsg➤SERÁ QUE ELE ME QUER? O HOMEM QUE TE QUER VAI FAZER ISTO.https://youtu.be/DzyypBZ0e6A➤3 COISAS QUE OS HOMENS AMAM NAS MULHERES. FAÇA ELE TE QUERERhttps://youtu.be/rMdqdIt8B6o➤GATILHOS VISUAIS QUE DEIXAM O HOMEM LOUCO, A ISCA PERFEITA.https://youtu.be/TUuBavtdsM0===========================================================🔴 #atenção #relacionamento #parceiro #comoconquistarumhomem #amor 🔻Me Encontre nas Redes Sociais🔻📸Instagram➤https://www.instagram.com/karinefloriana/📸Tiktok➤http://www.tiktok.com/ 🎬YouTube➤https://www.youtube.com/ 📸Linkedin➤www.linkedin.com/in/karinefloriana📸KWAI➤ https://kwai-video.com/u/ /n8XhvCfK",0,0,0,0,1
video_8848,"Por Que Você Foi Rejeitado? ** EXPLICADO ** Em 1 Vídeo Qual Sua Atratividade Facial De 1-10? Obtenha Sua Analise 🔍😊👤💡📏https://abre.ai/iX8DAdiquira o Ebook ""Guia De Looksmaxxing De 10 Etapas""  👔✨📚📝👩‍🎨👨‍🎨📖https://abre.ai/iX8EAdiquira o Ebook "" Looksmaxxing De Maneira Errada"" GRATIS""   👔✨📚📝👩‍🎨https://abre.ai/iX8HMe Siga No Instagram  👣👉📸😊https://urlgeni.us/instagram/N0KqWMe Siga No TikTok  👣👉🎵😊https://urlgeni.us/tiktok/xcIwWMe Siga No Face 👣👉📘😊https://urlgeni.us/facebook/HEnL",0,0,0,0,1
video_3466,"PABLO MARÇAL DIZ QUE HOMEM SOLTEIRO É DISFUNCIONAL! SER ""DISFUNCIONAL"" HOJE EM DIA É A SALVAÇÃO! Não adianta, sempre que aparecer um homem que esteja no topo ou querendo galgar mais alguns degraus em sua ânsia de ser e querer sempre mais, as mulheres estarão bem protegidas por eles. Suas baterias de ataque serão direcionadas aos homens, pois eles sabem que se ferirem as suscetibilidades das mulheres serão cancelados em seus intentos.O grau de subserviência e o total desconhecimento da dinâmica dos relacionamentos modernos fazem-os dizer coisas grotescas. Suas tentativas de convencer o público são de zero eficácia, pois os homens já estão despertando, as mulheres já há muito tempo não querem saber de casamento e o sistema está ensandecido aprovando uma lei em cima da outra que prejudicam os homens. As palavras contra os homens ditas pelo Pablo Marçal tem o poder de mudança nulas. Aliás, sequer esse atacadores de homens conseguem formular uma saída para as suas vãs tentativas de salvar os relacionamentos.Realmente, uma piada de mau gosto.https://www.youtube.com/watch?v=9NgzGwbI2Ms#casamento #relacionamento",3.2,1,2.1,1,1
video_15959,"ELA NÃO GOSTA DE HOMEM INSEGURO FAZ FORÇA PARA GOSTAR DE HOMEM! Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre o ELA NÃO GOSTA DE HOMEM INSEGURO FAZ FORÇA PARA GOSTAR DE HOMEM! . não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;",0,0,0,0,0
video_14356,"É MELHOR O MIQUEINHA ACREDITAR NO PAI NOEL DO QUE NA DEUSA RARA! Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre É MELHOR O MIQUEINHA ACREDITAR NO PAI NOEL DO QUE NA DEUSA RARA!não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;",1.4,1,2.1,1,1
video_7568,"Lembra dele? Preso injustamente por fraude de paternidade! | Qual a sua opinião? #rafaelaires #antiotario #redpillbrasil🔥 Pare de ser feito de Otário! 🔥📕 Manual AntiOtário✅ Evitar manipulações e jogos emocionais✅ Se posicionar com inteligência nos relacionamentos✅ Torne-se a melhor versão de si mesmo📚 Adquira o seu agora! ⤵➡️| hotm.art/geracaoantiotario🚀 O livro que te ensina a se impor, evitar ciladas e nunca mais ser feito de trouxa.",0,0,0,0,1
video_2316,"Ela só pode ter montado esse cenário Senhores, o conhecimento de elite está aqui 👇🗿 Antiotário🔱 Código Masculino🚩 Red Flags🔞 Antiporn*🧘 Lições Perpétuas🔐 Entrada no Grupo PrivadoNem sei o tempo que ficará disponível por esse preço ridiculamente barato! 📚🗿👇🔗 | https://antiotariopro.com/mega-manual/",0,0,2.1,1,1
video_7253,Coisas que fazem os homens perderem o olhar de “minha mulher” 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,2.1,1,0
video_17215,"A FUTURA ESPOSA TRABALHADORA DO MIQUEINHA,CONFIA MIQUEINHA! Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre o porquê que o homem deve malhar e treinar. não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;",1.4,1,0,0,0
video_17233,"Quando o homem tem valores, nem toda oferta vale a pena pra ele. | Qual a sua opinião? #rafaelaires #antiotario #redpillbrasil🔥 Pare de ser feito de Otário! 🔥📕 Manual AntiOtário✅ Evitar manipulações e jogos emocionais✅ Se posicionar com inteligência nos relacionamentos✅ Torne-se a melhor versão de si mesmo📚 Adquira o seu agora! ⤵➡️| hotm.art/geracaoantiotario🚀 O livro que te ensina a se impor, evitar ciladas e nunca mais ser feito de trouxa.",0,0,2.3,1,0
video_4019,Você passa uma vibe de marmita,0,0,0,0,0
video_8242,"Minha esposa foi convidada p uma festa, onde mrdo N pode ir 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual",0,0,0,0,1
video_8497,"Futura Esposa #SHORTS ⭐Seja membro para ter acesso a vídeos exclusívos por apenas $2,99 🤏     https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join#hackeandoamatrix #morenotatuado #homemdealtovalor-----------------------------------------------------------------------------------------------------------Esse é um canal de opinião, onde analiso dinâmicas sociais entre homens e mulheres do ponto de vista de um homem.Meu compromisso é dar minha contribuição sincera e respeitosa sobre assuntos da atualidade que interessam ao homem de alto valor.Quando o homem começa a seguir o próprio caminho aprende que precisa se manter bem informado.💊DEIXE O LIKE!                       💊SE INSCREVA!             👉Compartilhe esse vídeo com alguém que vc gosta:",0,0,0,0,1
video_7151,Você realmente quer um relacionamento 50/50? 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,0,0,1
video_2357,"Mulheres e homens sem filhos, devem priorizar parceiros que tbm não tenham filhos? ",0,0,0,0,1
video_15911,"Os sinais ocultos de um homem comprometido **""Sinais de um Homem Comprometido: Como Identificar e se Proteger | Red Pill Feminina""****Descrição:**Você já sentiu que algo estava estranho com aquele homem ""perfeito""? Talvez ele fosse carismático, atencioso, mas algo não se encaixava... Neste vídeo do canal Red Pill Feminina, revelamos os sinais mais sutis — e perigosos — de que você está lidando com um homem comprometido. Com base em análises da Red Pill crítica e obras de autores como Rollo Tomassi, Esther Vilar, Athol Kay e Paul Elam, este conteúdo vai abrir seus olhos para estratégias de manipulação emocional usadas por homens que vivem vidas duplas.⚠️ Descubra:- Como eles criam falsas narrativas para parecerem solteiros  - Os sinais comportamentais mais comuns (e os mais ocultos)  - A manipulação emocional por trás da atenção seletiva  - O padrão de presença intermitente e o uso do silêncio como arma  - Como se libertar emocionalmente e assumir o controle da sua dignidade📌 Assista até o fim e compartilhe com aquela amiga que precisa acordar para a realidade.  ✨ Inscreva-se no canal, deixe seu like e comente sua experiência — sua história pode ajudar outra mulher a despertar.  🚨 A verdade dói, mas liberta. E viver desperta... é libertador.#RedPillFeminina #Relacionamentos #HomemComprometido #SinaisDeAlerta #PsicologiaMasculina #DespertarFeminino #Autoestima---### ✅ **PARTE 02: Referências, obras e autores citados****Autores e livros mencionados no roteiro:**1. **Rollo Tomassi**   - *The Rational Male*       - Capítulo 3, páginas 27 a 34   - *The Rational Male: Preventive Medicine*       - Capítulo 5, páginas 79 a 862. **Athol Kay**   - *The Mindful Attraction Plan*       - Capítulo 7, páginas 88 a 933. **Esther Vilar**   - *O Sexo Político da Mulher*       - Capítulo 4, páginas 102 a 110   - *A Mulher Submissa*       - Capítulo 6, páginas 121 a 1284. **Paul Elam**   - *Men. Women. Relationships.*       - Capítulo 2, páginas 18 a 25---### ✅ **PARTE 03: Palavras-chave (500 caracteres)****Palavras-chave (exatas, separadas por vírgulas, até 500 caracteres):**homem comprometido, sinais de traição, red pill feminina, comportamento masculino, manipulação emocional, traição disfarçada, namoro tóxico, relacionamentos abusivos, como identificar mentiras, homem casado, jogos emocionais, presença intermitente, sinais que ele tem outra, atenção seletiva, emocional feminino, amor próprio, autoestima feminina, despertar feminino, dicas de relacionamento, psicologia masculinaSe quiser, posso também gerar **títulos alternativos otimizados** ou uma **versão da descrição com foco mais emocional ou técnico**. Deseja isso?GRUPO TELEGRAM👇https://bit.ly/CanalRedpillfemininahttps://go.hotmart.com/Y97146592T?ap=c8bcCreditos Da Criação Do VideoRoteiro; Feito com Chat gpthttps://chatgpt.com/imagens Geradas com piclumenhttps://piclumen.com Capa do video feito com o canvahttps://www.canva.com/imagens da capa, fonte seaarthttps://www.seaart.ai/ptEdição completa do video, efeitos e animaçõeshttps://www.capcut.com/Voz do Video Marcushttps://www.capcut.com/",0,0,0,0,0
video_16756,"Rodrigo Hilbert e Fernanda Lima EM CRISE DE CASAL! O Que Realmente Aconteceu? ✅👉  Se você gostou do meu conteúdo e quer ajudar o Canal, faça a sua doação aqui: 👇👇👇 (Vai me ajudar muito 🙏)https://livepix.gg/fabricioacunha✅👉 VÍDEOS EXCLUSIVOS PARA MEMBROShttps://www.youtube.com/playlist?list=UUMOdVVI9mJUzGWShsD80poZMg✅👉 SEJA MEMBRO DO CANAL PARA LIVES E VÍDEOS EXCLUSIVOShttps://www.youtube.com/channel/UCdVVI9mJUzGWShsD80poZMg/joinRodrigo Hilbert e Fernanda Lima, apontados por anos como o ""casal modelo do Brasil"", agora vivem uma crise que expôs uma verdade dura que milhares de casais enfrentam em silêncio: o fim da vida sexual dentro do relacionamento.Nesse vídeo, eu analiso os motivos reais por trás dessa situação, explico por que as mulheres perdem a admiração pelos maridos e como o excesso de empoderamento feminino e a inversão de papéis está deixando muitos homens cada vez mais afeminados e desinteressantes aos olhos das próprias esposas.A falta de sexo não é só uma fase… é um sintoma claro de que o homem perdeu sua energia masculina e a mulher deixou de enxergar nele o líder, o provedor, o homem que ela admirava.Se você é homem casado ou pensa em casar um dia, esse vídeo é um alerta: ou você entende a dinâmica da atração masculina e feminina, ou vai acabar no mesmo caminho que muitos casais estão trilhando hoje… rumo ao fim da intimidade e ao início de uma crise sem volta.",1.3,1,2.1,1,1
video_15422,"MULHER FALOU QUE ESTÁ INSANO SER SOLTEIRA HOJE EM DIA! Olá! seja bem vindo a mais um video do canal, hoje vamos falar, sobre MULHER FALOU QUE ESTÁ INSANO SER SOLTEIRA HOJE EM DIA!. não se esqueça de se inscrever no canal e deixar o like  além disso ative o sininho de notificações para não perder nenhum video. vamos começar;",0,0,0,0,0
video_16339,Homem Safado sempre se dará bem com as mulheres #sedução #paquera #conquista #conquistar #homem,0,0,2.1,1,1
video_6986,A vida tolera alguma pessoa assim? | Thiago Schutz #shorts #relacionamento #reflexão #amor #fraco,0,0,0,0,1
video_4897,"o triste fim da Anitta Hoje no hackeando a matrix tem a cantora Anitta falando que perdeu mais de 200 mil seguidores de uma só vez, ela diz que isso aconteceu devido a polêmica sobre um clipe que a cantora expõe sua religião.     Seja membro deste canal e ganhe benefícios:https://www.youtube.com/channel/UCDrGZXd8k06ifz0-gccIn0w/join#hackeandoamatrix #morenotatuado #homemdealtovalor-----------------------------------------------------------------------------------------------------------Esse é um canal de opinião, onde analiso dinâmicas sociais entre homens e mulheres do ponto de vista de um homem.Meu compromisso é dar minha contribuição sincera e respeitosa sobre assuntos da atualidade que interessam ao homem de alto valor.Quando o homem começa a seguir o próprio caminho aprende que precisa se manter bem informado.💊DEIXE O LIKE!                       💊SE INSCREVA!             👉Compartilhe esse vídeo com alguém que vc gosta:Veja o que Anitta PERDER mais de 200 mil seguidores de uma só vezhttps://youtu.be/b5WSWckxUEg",0,0,0,0,1
video_9780,Ela pediu para pagar homem pagou #homem #homens #homemdevalor #homemmoderno #motivação,0,0,0,0,1
video_8326,No futuro elas vão agradecer o pai e a mãe que tem 📕 - AntiOtário 🔱 - Código Masculino🚩 - Red Flags🔞 - Antiporn*🧘 - Lições Perpétuas🔐 - Entrada no Grupo PrivadoEsse é apenas o começo! 📚🗿👇🔗 | https://hotm.art/ComboManual,0,0,0,0,1
video_8382,"8 Atitudes Que Ele Tem Quando o Coração Já É Seu (Mesmo Que Ele Negue) GRUPO TELEGRAM👇https://bit.ly/CanalRedpillfemininahttps://go.hotmart.com/Y97146592T?ap=c8bcCreditos Da Criação Do VideoRoteiro; Feito com Chat gpthttps://chatgpt.com/imagens Geradas com piclumenhttps://piclumen.com Capa do video feito com o canvahttps://www.canva.com/imagens da capa, fonte seaarthttps://www.seaart.ai/ptEdição completa do video, efeitos e animaçõeshttps://www.capcut.com/Voz do Video Marcushttps://www.capcut.com/8 Atitudes Que Ele Tem Quando o Coração Já É Seu (Mesmo Que Ele Negue)Você sente que ele finge desinteresse, mas demonstra cuidado, ciúmes e presença? Então esse vídeo é pra você! Descubra as **8 atitudes reveladoras** que um homem demonstra quando já está emocionalmente envolvido — mesmo que diga o contrário.Baseado em autores como **Rollo Tomassi**, **Robert Glover** e **Esther Vilar**, revelamos os sinais inconscientes do apego masculino, as reações ao medo da vulnerabilidade e o que ele faz quando o coração dele já é seu — ainda que ele tente esconder.⚠️ Prepare-se para identificar:* Quando ele te observa mesmo em silêncio* Como ele reage quando você se afasta* O que ele sente, mas não fala* E por que a última atitude é a mais reveladora de todas...👉 Se você quer aprender a ler nas entrelinhas do comportamento masculino e se tornar uma mulher de alto valor que entende os sinais ocultos do envolvimento, assista até o final.📌 Inscreva-se no canal \[Red Pill Feminina], ative o sininho e compartilhe esse vídeo com aquela amiga que também precisa abrir os olhos!**#RedPillFeminina #PsicologiaMasculina #Relacionamento #HomemEnvolvido #SinaisDoAmor #AmorSilencioso #RolloTomassi #RobertGlover #EstherVilar**---### ✅ PARTE 02: **Referências, obras e autores citados no roteiro**1. **Rollo Tomassi**   * Obra: *The Rational Male*     * Capítulo 6 (p. 74 a 78)     * Capítulo 7 (p. 89 a 93)     * Capítulo 10 (p. 137 a 141)     * Capítulo 11 (p. 151 a 155)2. **Robert Glover**   * Obra: *No More Mr. Nice Guy*     * Capítulo 4 (p. 51 a 55)     * Capítulo 8 (p. 110 a 114)3. **Esther Vilar**   * Obra: *O Sexo Oposto*     * Capítulo 5 (p. 72 a 76)---### ✅ PARTE 03: **Palavras-chave otimizadas (até 500 caracteres cada)****Palavras-chave principais (500 caracteres):**sinais que ele ama, atitudes de um homem apaixonado, ele finge que não liga mas se importa, homem emocionalmente envolvido, como saber se ele está apaixonado, linguagem corporal masculina, psicologia masculina red pill, ciúmes masculino sutil, sinais que o homem está gostando, homem com medo de se entregar, análise comportamental amorosa, comportamento masculino, ele está envolvido mas não assume**Palavras-chave secundárias (500 caracteres):**red pill feminina, rolo tomassi racional male, robert glover no more mr nice guy, esther vilar o sexo oposto, como conquistar um homem frio, sinais de apego masculino, atitudes de quem ama em silêncio, homem fingindo desinteresse, ele gosta mas não demonstra, entender a mente masculina, sinais que ele está afim, homem envolvido emocionalmente, como saber se ele quer algo sério, ele quer compromisso mas tem medo",0,0,0,0,1
video_8051,Se fosse ao contrário homem? #homem #homens #homemdevalor #homemmoderno #motivação #,0,0,0,0,1
video_649,"Quando sua sogra te defende 1- Adquira o Antiotário 📕2- Domine as lições do nosso livro 3- Faça parte do nosso grupo privado.➡️ https://manualantiotario.com/AntiOtário, livro de desenvolvimento pessoal mais vendido do país. 🫡",0,0,0,0,1
video_8292,Enxergar além da máscara...,0,0,0,0,1
